metric,mean,method,i,dataset
RMSE,1.5921028651543467,KF,158,simulated
RMSPE,12.022344204168476,KF,158,simulated
RSR,0.8606414113978448,KF,158,simulated
r,0.513444541597121,KF,158,simulated
r2,0.2651030073332516,KF,158,simulated
CCC,0.20225453680081193,block,158,simulated
MAE,1.4723793247557877,block,158,simulated
R2,-0.11162933660301788,block,158,simulated
RMSE,1.883504326044844,block,158,simulated
RMSPE,31.820595696972912,block,158,simulated
RSR,1.0530610976700374,block,158,simulated
r,0.2842695097363333,block,158,simulated
r2,0.08430562127311993,block,158,simulated
CCC,0.27001529907977934,KF,158,real
MAE,4.783515726766921,KF,158,real
R2,0.07161619425145305,KF,158,real
RMSE,6.073842884374571,KF,158,real
RMSPE,0.12169162242099629,KF,158,real
RSR,0.9633470594454044,KF,158,real
r,0.32981274596215376,KF,158,real
r2,0.11162219960030872,KF,158,real
CCC,0.11800346896160802,block,158,real
MAE,5.26565718130333,block,158,real
R2,-0.16224027843385844,block,158,real
RMSE,6.6133396084662825,block,158,real
RMSPE,0.1353576581281145,block,158,real
RSR,1.0770069583084003,block,158,real
r,0.15318041611286876,block,158,real
r2,0.025925530124499125,block,158,real
CCC,0.46130892559585684,KF,159,simulated
MAE,1.3334904448596976,KF,159,simulated
R2,0.26854368719589927,KF,159,simulated
RMSE,1.6836058227207722,KF,159,simulated
RMSPE,9.787550204288408,KF,159,simulated
RSR,0.8550561707756071,KF,159,simulated
r,0.5300262587788983,KF,159,simulated
r2,0.28170805862566145,KF,159,simulated
CCC,0.22884076185100746,block,159,simulated
MAE,1.508986761798469,block,159,simulated
R2,-0.08421157674772366,block,159,simulated
RMSE,1.8475263473342973,block,159,simulated
RMSPE,8.88860889082373,block,159,simulated
RSR,1.0335663819204264,block,159,simulated
r,0.33849483493926624,block,159,simulated
r2,0.11602710320231442,block,159,simulated
CCC,0.24024372996046472,KF,159,real
MAE,4.751992567449467,KF,159,real
R2,0.06643620737030538,KF,159,real
RMSE,6.075774487975022,KF,159,real
RMSPE,0.12150270186985923,KF,159,real
RSR,0.9660816108562108,KF,159,real
r,0.3134375231143814,KF,159,real
r2,0.10066425779859951,KF,159,real
CCC,0.11956445933513922,block,159,real
MAE,5.228889897913643,block,159,real
R2,-0.16617627837208734,block,159,real
RMSE,6.61831232060878,block,159,real
RMSPE,0.13584022088949635,block,159,real
RSR,1.0784562991390185,block,159,real
r,0.15795213161373892,block,159,real
r2,0.02676459241514652,block,159,real
CCC,0.4708800654011493,KF,160,simulated
MAE,1.3001282514793457,KF,160,simulated
R2,0.2935573818246278,KF,160,simulated
RMSE,1.6305862593005809,KF,160,simulated
RMSPE,76.02905568751667,KF,160,simulated
RSR,0.8403780539959372,KF,160,simulated
r,0.5546502189836816,KF,160,simulated
r2,0.30818202437177705,KF,160,simulated
CCC,0.21989378976703033,block,160,simulated
MAE,1.5496970834488508,block,160,simulated
R2,-0.10733680856678,block,160,simulated
RMSE,1.9359713350448082,block,160,simulated
RMSPE,94.6368710397436,block,160,simulated
RSR,1.0446109387460714,block,160,simulated
r,0.33479344334445216,block,160,simulated
r2,0.14051524490061043,block,160,simulated
CCC,0.27197492432363385,KF,160,real
MAE,4.692383583387525,KF,160,real
R2,0.067646790057592,KF,160,real
RMSE,5.979741047836804,KF,160,real
RMSPE,0.12154235833020126,KF,160,real
RSR,0.9625640382029156,KF,160,real
r,0.35843922595198424,KF,160,real
r2,0.13627238498913974,KF,160,real
CCC,0.12460923024724312,block,160,real
MAE,5.226038943873587,block,160,real
R2,-0.14687346505971033,block,160,real
RMSE,6.572356379814239,block,160,real
RMSPE,0.1337289597612953,block,160,real
RSR,1.069975064926947,block,160,real
r,0.16463036645855886,block,160,real
r2,0.02920480609245983,block,160,real
CCC,0.4386896324047525,KF,161,simulated
MAE,1.3289093429694228,KF,161,simulated
R2,0.21435835113595011,KF,161,simulated
RMSE,1.68645634851317,KF,161,simulated
RMSPE,63.2729295890365,KF,161,simulated
RSR,0.8854353667737106,KF,161,simulated
r,0.5099425578042659,KF,161,simulated
r2,0.26396165938217026,KF,161,simulated
CCC,0.13862570818912223,block,161,simulated
MAE,1.5492817910006547,block,161,simulated
R2,-0.16990421235711595,block,161,simulated
RMSE,1.9110522405032022,block,161,simulated
RMSPE,136.10396748480903,block,161,simulated
RSR,1.0781372309792694,block,161,simulated
r,0.20274144144768683,block,161,simulated
r2,0.04141707558644491,block,161,simulated
CCC,0.25982188065837614,KF,161,real
MAE,4.76670880716938,KF,161,real
R2,0.06931479327122618,KF,161,real
RMSE,6.069423389525341,KF,161,real
RMSPE,0.12207430812260349,KF,161,real
RSR,0.9646571300044213,KF,161,real
r,0.32939291837923707,KF,161,real
r2,0.10921957654630654,KF,161,real
CCC,0.12375403541165657,block,161,real
MAE,5.239760543210498,block,161,real
R2,-0.1679150922646039,block,161,real
RMSE,6.631952863501229,block,161,real
RMSPE,0.13471407675594496,block,161,real
RSR,1.079742899185655,block,161,real
r,0.15525316298796396,block,161,real
r2,0.02668416318765514,block,161,real
CCC,0.4503961598373944,KF,162,simulated
MAE,1.2743221423466173,KF,162,simulated
R2,0.26168292621620426,KF,162,simulated
RMSE,1.6091938122706904,KF,162,simulated
RMSPE,46.628366406217005,KF,162,simulated
RSR,0.8588090154068193,KF,162,simulated
r,0.5200631761484446,KF,162,simulated
r2,0.2719718731578813,KF,162,simulated
CCC,0.23594080680581622,block,162,simulated
MAE,1.5018131051776178,block,162,simulated
R2,-0.1985562971661057,block,162,simulated
RMSE,1.8656990697159992,block,162,simulated
RMSPE,26.24249735718354,block,162,simulated
RSR,1.0809805014794998,block,162,simulated
r,0.3419768635371827,block,162,simulated
r2,0.12036878267206928,block,162,simulated
CCC,0.258758989518248,KF,162,real
MAE,4.678018820773491,KF,162,real
R2,0.054281683832901474,KF,162,real
RMSE,6.119836128260644,KF,162,real
RMSPE,0.12241098278555591,KF,162,real
RSR,0.9724481658852157,KF,162,real
r,0.3188614163669898,KF,162,real
r2,0.10203010390387268,KF,162,real
CCC,0.11636665070445129,block,162,real
MAE,5.250524586383471,block,162,real
R2,-0.18488507772511528,block,162,real
RMSE,6.65800622669736,block,162,real
RMSPE,0.136277795155441,block,162,real
RSR,1.0865650290959776,block,162,real
r,0.15150950735433377,block,162,real
r2,0.026031856078828464,block,162,real
CCC,0.5237387270315801,KF,163,simulated
MAE,1.1636346102570565,KF,163,simulated
R2,0.350017499103256,KF,163,simulated
RMSE,1.4498504534336376,KF,163,simulated
RMSPE,11.056929106137751,KF,163,simulated
RSR,0.8060527237190899,KF,163,simulated
r,0.6019296475456054,KF,163,simulated
r2,0.36273669295305894,KF,163,simulated
CCC,0.4275026831577308,block,163,simulated
MAE,1.2742619230997045,block,163,simulated
R2,0.2167643065523167,block,163,simulated
RMSE,1.5850453741668329,block,163,simulated
RMSPE,13.233358995796564,block,163,simulated
RSR,0.8821837756235621,block,163,simulated
r,0.5233522772500424,block,163,simulated
r2,0.27764220397738365,block,163,simulated
CCC,0.28922067851264405,KF,163,real
MAE,4.663044191213596,KF,163,real
R2,0.10185709072356568,KF,163,real
RMSE,5.923420150662978,KF,163,real
RMSPE,0.11958968368407806,KF,163,real
RSR,0.946591301217186,KF,163,real
r,0.36871563184240524,KF,163,real
r2,0.1423600193630041,KF,163,real
CCC,0.1196861281260474,block,163,real
MAE,5.280085596713726,block,163,real
R2,-0.17651081831130652,block,163,real
RMSE,6.653243781833822,block,163,real
RMSPE,0.13510066175086385,block,163,real
RSR,1.0835762264135387,block,163,real
r,0.1518674834594811,block,163,real
r2,0.02590184409499495,block,163,real
CCC,0.47034266598316526,KF,164,simulated
MAE,1.26958570057829,KF,164,simulated
R2,0.2769663822341308,KF,164,simulated
RMSE,1.5745789777210843,KF,164,simulated
RMSPE,21.349341830314156,KF,164,simulated
RSR,0.8496903741795107,KF,164,simulated
r,0.5434393376895744,KF,164,simulated
r2,0.29693929981468203,KF,164,simulated
CCC,0.3012983991437976,block,164,simulated
MAE,1.318055919219234,block,164,simulated
R2,0.101313672245734,block,164,simulated
RMSE,1.6304906550209664,block,164,simulated
RMSPE,16.895054576723947,block,164,simulated
RSR,0.947234110771269,block,164,simulated
r,0.43057655767330244,block,164,simulated
r2,0.18783650108328975,block,164,simulated
CCC,0.24736358744839884,KF,164,real
MAE,4.82632744724386,KF,164,real
R2,0.01573036271839882,KF,164,real
RMSE,6.220880845845097,KF,164,real
RMSPE,0.12620797357479765,KF,164,real
RSR,0.99195325353916,KF,164,real
r,0.3049069644354589,KF,164,real
r2,0.09335267767926442,KF,164,real
CCC,0.12020230463823563,block,164,real
MAE,5.2552284165900955,block,164,real
R2,-0.17453501296479032,block,164,real
RMSE,6.629427753266543,block,164,real
RMSPE,0.13509772909346,block,164,real
RSR,1.0818653993443426,block,164,real
r,0.1538074793474495,block,164,real
r2,0.030073752034339003,block,164,real
CCC,0.45863176770212616,KF,165,simulated
MAE,1.3487732847875176,KF,165,simulated
R2,0.26756935620954814,KF,165,simulated
RMSE,1.6735381309647706,KF,165,simulated
RMSPE,12.848595204869513,KF,165,simulated
RSR,0.8558174450017867,KF,165,simulated
r,0.5262528010517644,KF,165,simulated
r2,0.2769584847133308,KF,165,simulated
CCC,0.17631943837350303,block,165,simulated
MAE,1.5642860892057229,block,165,simulated
R2,-0.12911009928667164,block,165,simulated
RMSE,1.9336390735754083,block,165,simulated
RMSPE,13.399400667814339,block,165,simulated
RSR,1.0552703182946386,block,165,simulated
r,0.21563062907943387,block,165,simulated
r2,0.07869988586219172,block,165,simulated
CCC,0.2853264683084763,KF,165,real
MAE,4.760438997145783,KF,165,real
R2,0.05884206639109205,KF,165,real
RMSE,6.083459483946708,KF,165,real
RMSPE,0.12362967364156037,KF,165,real
RSR,0.9691703542415008,KF,165,real
r,0.3529133330093019,KF,165,real
r2,0.1271961907295439,KF,165,real
CCC,0.10604264076885812,block,165,real
MAE,5.255654576429948,block,165,real
R2,-0.17667770495704463,block,165,real
RMSE,6.6497220315197545,block,165,real
RMSPE,0.13627550581966008,block,165,real
RSR,1.0835116254414434,block,165,real
r,0.13855162974890803,block,165,real
r2,0.022763447331169594,block,165,real
CCC,0.48987235171622895,KF,166,simulated
MAE,1.2897199900333771,KF,166,simulated
R2,0.31428882304133215,KF,166,simulated
RMSE,1.5969617322621226,KF,166,simulated
RMSPE,27.90159092884937,KF,166,simulated
RSR,0.8276522008794899,KF,166,simulated
r,0.5760109058105358,KF,166,simulated
r2,0.33312338280975284,KF,166,simulated
CCC,0.19278517025471198,block,166,simulated
MAE,1.4691664142840883,block,166,simulated
R2,-0.068473344378655,block,166,simulated
RMSE,1.8145804909479828,block,166,simulated
RMSPE,34.14305506022573,block,166,simulated
RSR,1.0274947469753615,block,166,simulated
r,0.32946959468854414,block,166,simulated
r2,0.11133217431503482,block,166,simulated
CCC,0.24076336160533388,KF,166,real
MAE,4.833502617828517,KF,166,real
R2,0.03982459076576894,KF,166,real
RMSE,6.173612349582285,KF,166,real
RMSPE,0.12415877732092732,KF,166,real
RSR,0.9796728522448254,KF,166,real
r,0.2969400031402789,KF,166,real
r2,0.09123192850901597,KF,166,real
CCC,0.11523833928896572,block,166,real
MAE,5.253047044799054,block,166,real
R2,-0.1691415034312457,block,166,real
RMSE,6.629219747242545,block,166,real
RMSPE,0.13546384097647635,block,166,real
RSR,1.0800628823083338,block,166,real
r,0.1482572963968424,block,166,real
r2,0.024298792990257223,block,166,real
CCC,0.4362449023743311,KF,167,simulated
MAE,1.2984882917100997,KF,167,simulated
R2,0.2680838693476058,KF,167,simulated
RMSE,1.6322116424062163,KF,167,simulated
RMSPE,15.496241292289028,KF,167,simulated
RSR,0.8553614514879216,KF,167,simulated
r,0.5246967830171954,KF,167,simulated
r2,0.27600247007716916,KF,167,simulated
CCC,0.23399791170369236,block,167,simulated
MAE,1.4527053619695203,block,167,simulated
R2,-0.041612617516772664,block,167,simulated
RMSE,1.8093920578285385,block,167,simulated
RMSPE,16.0287148437403,block,167,simulated
RSR,1.0173206795933407,block,167,simulated
r,0.377944449016214,block,167,simulated
r2,0.14551046574206747,block,167,simulated
CCC,0.2642708969321922,KF,167,real
MAE,4.728877116095924,KF,167,real
R2,0.06761965589297599,KF,167,real
RMSE,6.077952679264102,KF,167,real
RMSPE,0.12347745359627253,KF,167,real
RSR,0.9655678340250157,KF,167,real
r,0.32711365690383065,KF,167,real
r2,0.10756635063656576,KF,167,real
CCC,0.12259410820680057,block,167,real
MAE,5.23132406101645,block,167,real
R2,-0.16503440188944496,block,167,real
RMSE,6.611322841348108,block,167,real
RMSPE,0.1350757239414567,block,167,real
RSR,1.0778534860421463,block,167,real
r,0.15960415203635436,block,167,real
r2,0.02845776545544612,block,167,real
CCC,0.4727106359013599,KF,168,simulated
MAE,1.242348649911338,KF,168,simulated
R2,0.28187215616514155,KF,168,simulated
RMSE,1.5632274366799275,KF,168,simulated
RMSPE,4.87404832930143,KF,168,simulated
RSR,0.8472294645799364,KF,168,simulated
r,0.5456487374215183,KF,168,simulated
r2,0.29798183954702273,KF,168,simulated
CCC,0.26314778233013275,block,168,simulated
MAE,1.3638091209398555,block,168,simulated
R2,-0.04368875680762463,block,168,simulated
RMSE,1.6674635337488706,block,168,simulated
RMSPE,6.149239553656719,block,168,simulated
RSR,1.012201732776637,block,168,simulated
r,0.38424345463545384,block,168,simulated
r2,0.151824952929239,block,168,simulated
CCC,0.2630846601322079,KF,168,real
MAE,4.703293244933705,KF,168,real
R2,0.07519194450423165,KF,168,real
RMSE,6.028497374604666,KF,168,real
RMSPE,0.12235788412893556,KF,168,real
RSR,0.9613098488592189,KF,168,real
r,0.33356308167799,KF,168,real
r2,0.11456171681252703,KF,168,real
CCC,0.11950242617503799,block,168,real
MAE,5.274301345403422,block,168,real
R2,-0.18363872796921302,block,168,real
RMSE,6.657613348906687,block,168,real
RMSPE,0.1353971366805653,block,168,real
RSR,1.085974662629727,block,168,real
r,0.15379011533844406,block,168,real
r2,0.024549394511579153,block,168,real
CCC,0.47391584107614587,KF,169,simulated
MAE,1.1358794278862956,KF,169,simulated
R2,0.301423220083496,KF,169,simulated
RMSE,1.4063224897234694,KF,169,simulated
RMSPE,17.91040053172001,KF,169,simulated
RSR,0.8352928613929905,KF,169,simulated
r,0.5616644174149462,KF,169,simulated
r2,0.31725324658189863,KF,169,simulated
CCC,0.39417080937035576,block,169,simulated
MAE,1.1782514758541078,block,169,simulated
R2,0.2224648695632099,block,169,simulated
RMSE,1.4680701835356313,block,169,simulated
RMSPE,12.187957964018159,block,169,simulated
RSR,0.8810874550497418,block,169,simulated
r,0.4945657593941206,block,169,simulated
r2,0.24943604157375132,block,169,simulated
CCC,0.28093785644705827,KF,169,real
MAE,4.691336034396361,KF,169,real
R2,0.08064854064173443,KF,169,real
RMSE,6.027252013712123,KF,169,real
RMSPE,0.12171212392617374,KF,169,real
RSR,0.958229561899727,KF,169,real
r,0.3512250765182945,KF,169,real
r2,0.1261638529194751,KF,169,real
CCC,0.12298285578366075,block,169,real
MAE,5.258336548717119,block,169,real
R2,-0.17211309383892673,block,169,real
RMSE,6.634876401599423,block,169,real
RMSPE,0.13553962202675432,block,169,real
RSR,1.081266955551988,block,169,real
r,0.15858045182356514,block,169,real
r2,0.02646279190657286,block,169,real
CCC,0.5145992105231268,KF,170,simulated
MAE,1.295859895109645,KF,170,simulated
R2,0.33746073827016915,KF,170,simulated
RMSE,1.5849936446560957,KF,170,simulated
RMSPE,6.562521245605059,KF,170,simulated
RSR,0.8134147921545988,KF,170,simulated
r,0.5836987365379033,KF,170,simulated
r2,0.3425038757830994,KF,170,simulated
CCC,0.2542345144782141,block,170,simulated
MAE,1.4944330627226492,block,170,simulated
R2,-0.05444463645150318,block,170,simulated
RMSE,1.8405882291155002,block,170,simulated
RMSPE,6.06938842661021,block,170,simulated
RSR,1.0220694169762574,block,170,simulated
r,0.3989379103144317,block,170,simulated
r2,0.16676159517083064,block,170,simulated
CCC,0.251908076203433,KF,170,real
MAE,4.751156040853685,KF,170,real
R2,0.06477027882751414,KF,170,real
RMSE,6.074325510161366,KF,170,real
RMSPE,0.12354943827183862,KF,170,real
RSR,0.9662605425248119,KF,170,real
r,0.32004396624343384,KF,170,real
r2,0.10723856376689005,KF,170,real
CCC,0.11745852685050458,block,170,real
MAE,5.246741574033039,block,170,real
R2,-0.17043877715516728,block,170,real
RMSE,6.633680881942964,block,170,real
RMSPE,0.1354352661634826,block,170,real
RSR,1.0806392869451267,block,170,real
r,0.15488749762907114,block,170,real
r2,0.025347150103523588,block,170,real
CCC,0.523855277604277,KF,171,simulated
MAE,1.248611470237682,KF,171,simulated
R2,0.3526575171688318,KF,171,simulated
RMSE,1.5701687348578985,KF,171,simulated
RMSPE,25.2227048366905,KF,171,simulated
RSR,0.8037950715433592,KF,171,simulated
r,0.607052714470384,KF,171,simulated
r2,0.371778404180761,KF,171,simulated
CCC,0.2784294098819805,block,171,simulated
MAE,1.465524902677356,block,171,simulated
R2,-0.012015476789509242,block,171,simulated
RMSE,1.8161347793841143,block,171,simulated
RMSPE,24.27414348482664,block,171,simulated
RSR,1.000899898132159,block,171,simulated
r,0.38595560535801265,block,171,simulated
r2,0.15042712826876034,block,171,simulated
CCC,0.25196762887598384,KF,171,real
MAE,4.866444646504405,KF,171,real
R2,0.04215760382293917,KF,171,real
RMSE,6.152867735918346,KF,171,real
RMSPE,0.1236752177975073,KF,171,real
RSR,0.9781994707174825,KF,171,real
r,0.308655346720295,KF,171,real
r2,0.0990352683460815,KF,171,real
CCC,0.10805178338476569,block,171,real
MAE,5.317333944120415,block,171,real
R2,-0.19940000451698273,block,171,real
RMSE,6.709831838796075,block,171,real
RMSPE,0.13705806928221423,block,171,real
RSR,1.0936327869361653,block,171,real
r,0.13621117468524482,block,171,real
r2,0.02003670355635179,block,171,real
CCC,0.44719456712080635,KF,172,simulated
MAE,1.2032891130136685,KF,172,simulated
R2,0.27090318404674685,KF,172,simulated
RMSE,1.5343925542426178,KF,172,simulated
RMSPE,5.136173766306829,KF,172,simulated
RSR,0.8528304128871214,KF,172,simulated
r,0.5430667493263874,KF,172,simulated
r2,0.2975242275600904,KF,172,simulated
CCC,0.346383127219291,block,172,simulated
MAE,1.2776632609311849,block,172,simulated
R2,0.19594093107588273,block,172,simulated
RMSE,1.6186389001321262,block,172,simulated
RMSPE,4.298001463630199,block,172,simulated
RSR,0.8944491520018216,block,172,simulated
r,0.4437956968843633,block,172,simulated
